DexNumber,Name,Category,Ability1,Ability2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,NoGender,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,Type_Bug,Type_Dark,Type_Dragon,Type_Electric,Type_Fairy,Type_Fighting,Type_Fire,Type_Flying,Type_Ghost,Type_Grass,Type_Ground,Type_Ice,Type_Normal,Type_Poison,Type_Psychic,Type_Rock,Type_Steel,Type_Water,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Egg_Amorphous,Egg_Bug,Egg_Ditto,Egg_Dragon,Egg_Fairy,Egg_Field,Egg_Flying,Egg_Grass,Egg_Human-Like,Egg_Mineral,Egg_Monster,Egg_No Eggs Discovered,Egg_Water 1,Egg_Water 2,Egg_Water 3
48,Venonat,Insect Pokémon,Compound Eyes,Tinted Lens,Run Away,1,60,55,50,40,55,45,305,30.0,1.0,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
49,Venomoth,Poison Moth Pokémon,Shield Dust,Tinted Lens,Wonder Skin,1,70,65,60,90,75,90,450,12.5,1.5,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Venonat,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
50,Diglett,Mole Pokémon,Sand Veil,Arena Trap,Sand Force,1,10,55,25,35,45,95,265,0.8,0.2,0.5,0,255,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
50,Alolan Diglett,Mole Pokémon,Sand Veil,Tangling Hair,Sand Force,7,10,55,30,35,45,90,265,0.8,0.2,0.5,0,255,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5,2.0,0.5,0.0,2.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
51,Dugtrio,Mole Pokémon,Sand Veil,Arena Trap,Sand Force,1,35,100,50,50,70,120,425,33.3,0.7,0.5,0,50,20,1000000,70,0,0,0,0,2,2,Diglett,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
51,Alolan Dugtrio,Mole Pokémon,Sand Veil,Tangling Hair,Sand Force,7,35,100,60,50,70,110,425,33.3,0.7,0.5,0,50,20,1000000,70,0,0,0,0,2,2,Alolan Diglett,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5,2.0,0.5,0.0,2.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
52,Meowth,Scratch Cat Pokémon,Pickup,Technician,Unnerve,1,40,45,35,40,40,90,290,4.2,0.4,0.5,0,255,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
52,Alolan Meowth,Scratch Cat Pokémon,Pickup,Technician,Rattled,7,50,65,55,40,40,40,290,4.2,0.4,0.5,0,255,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
52,Galarian Meowth,Scratch Cat Pokémon,Pickup,Tough Claws,Unnerve,8,50,65,55,40,40,40,290,4.2,0.4,0.5,0,255,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
53,Persian,Classy Cat Pokémon,Limber,Technician,Unnerve,1,65,70,60,65,65,115,440,32.0,1.0,0.5,0,90,20,1000000,70,0,0,0,0,2,2,Meowth,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
53,Alolan Persian,Classy Cat Pokémon,Fur Coat,Technician,Rattled,7,65,60,60,75,65,115,440,32.0,1.0,0.5,0,90,20,1000000,70,0,0,0,0,2,2,Alolan Meowth,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
54,Psyduck,Duck Pokémon,Damp,Cloud Nine,Swift Swim,1,50,52,48,65,50,55,320,19.6,0.8,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0
55,Golduck,Duck Pokémon,Damp,Cloud Nine,Swift Swim,1,80,82,78,95,80,85,500,76.6,1.7,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Psyduck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0
56,Mankey,Pig Monkey Pokémon,Vital Spirit,Anger Point,Defiant,1,40,80,35,35,45,70,305,28.0,0.5,0.5,0,190,20,1000000,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
57,Primeape,Pig Monkey Pokémon,Vital Spirit,Anger Point,Defiant,1,65,105,60,60,70,95,455,32.0,1.0,0.5,0,75,20,1000000,70,0,0,0,0,2,3,Mankey,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
58,Growlithe,Puppy Pokémon,Intimidate,Flash Fire,Justified,1,55,70,45,70,50,60,350,19.0,0.7,0.75,0,190,20,1250000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
58,Hisuian Growlithe,Puppy Pokémon,Intimidate,Flash Fire,Rock Head,8,60,75,45,65,50,55,350,19.0,0.7,0.75,0,190,20,1250000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
59,Arcanine,Legendary Pokémon,Intimidate,Flash Fire,Justified,1,90,110,80,100,80,95,555,155.0,1.9,0.75,0,75,20,1250000,70,0,0,0,0,2,2,Growlithe,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
59,Hisuian Arcanine,Legendary Pokémon,Intimidate,Flash Fire,Rock Head,8,95,115,80,95,80,90,555,155.0,1.9,0.75,0,75,20,1250000,70,0,0,0,0,2,2,Hisuian Growlithe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
60,Poliwag,Tadpole Pokémon,Water Absorb,Damp,Swift Swim,1,40,50,40,40,40,90,300,12.4,0.6,0.5,0,255,20,1059860,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0
61,Poliwhirl,Tadpole Pokémon,Water Absorb,Damp,Swift Swim,1,65,65,65,50,50,90,385,20.0,1.0,0.5,0,120,20,1059860,70,0,0,0,0,2,3,Poliwag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0
62,Poliwrath,Tadpole Pokémon,Water Absorb,Damp,Swift Swim,1,90,95,95,70,90,70,510,54.0,1.3,0.5,0,45,20,1059860,70,0,0,0,0,3,3,Poliwhirl,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0
63,Abra,Psi Pokémon,Synchronize,Inner Focus,Magic Guard,1,25,20,15,105,55,90,310,19.5,0.9,0.75,0,200,20,1059860,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
64,Kadabra,Psi Pokémon,Synchronize,Inner Focus,Magic Guard,1,40,35,30,120,70,105,400,56.5,1.3,0.75,0,100,20,1059860,70,0,0,0,0,2,3,Abra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
65,Alakazam,Psi Pokémon,Synchronize,Inner Focus,Magic Guard,1,55,50,45,135,95,120,500,48.0,1.5,0.75,0,50,20,1059860,70,0,0,0,1,3,3,Kadabra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
66,Machop,Superpower Pokémon,Guts,No Guard,Steadfast,1,70,80,50,35,35,35,305,19.5,0.8,0.75,0,180,20,1059860,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
67,Machoke,Superpower Pokémon,Guts,No Guard,Steadfast,1,80,100,70,50,60,45,405,70.5,1.5,0.75,0,90,20,1059860,70,0,0,0,0,2,3,Machop,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
68,Machamp,Superpower Pokémon,Guts,No Guard,Steadfast,1,90,130,80,65,85,55,505,130.0,1.6,0.75,0,45,20,1059860,70,0,0,0,0,3,3,Machoke,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
69,Bellsprout,Flower Pokémon,Chlorophyll,None,Gluttony,1,50,75,35,70,30,40,300,4.0,0.7,0.5,0,255,20,1059860,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
70,Weepinbell,Flycatcher Pokémon,Chlorophyll,None,Gluttony,1,65,90,50,85,45,55,390,6.4,1.0,0.5,0,120,20,1059860,70,0,0,0,0,2,3,Bellsprout,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
71,Victreebel,Flycatcher Pokémon,Chlorophyll,None,Gluttony,1,80,105,65,100,70,70,490,15.5,1.7,0.5,0,45,20,1059860,70,0,0,0,0,3,3,Weepinbell,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
72,Tentacool,Jellyfish Pokémon,Clear Body,Liquid Ooze,Rain Dish,1,40,40,35,50,100,70,335,45.5,0.9,0.5,0,190,20,1250000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1
73,Tentacruel,Jellyfish Pokémon,Clear Body,Liquid Ooze,Rain Dish,1,80,70,65,80,120,100,515,55.0,1.6,0.5,0,60,20,1250000,70,0,0,0,0,2,2,Tentacool,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1
74,Geodude,Rock Pokémon,Rock Head,Sturdy,Sand Veil,1,40,80,100,30,30,20,300,20.0,0.4,0.5,0,255,15,1059860,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
74,Alolan Geodude,Rock Pokémon,Magnet Pull,Sturdy,Galvanize,7,40,80,100,30,30,20,300,20.0,0.4,0.5,0,255,15,1059860,70,0,0,0,0,1,3,No Preevolution,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,2.0,0.25,0.5,4.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
75,Graveler,Rock Pokémon,Rock Head,Sturdy,Sand Veil,1,55,95,115,45,45,35,390,105.0,1.0,0.5,0,120,15,1059860,70,0,0,0,0,2,3,Geodude,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
75,Alolan Graveler,Rock Pokémon,Magnet Pull,Sturdy,Galvanize,7,55,95,115,45,45,35,390,105.0,1.0,0.5,0,120,15,1059860,70,0,0,0,0,2,3,Alolan Geodude,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,2.0,0.25,0.5,4.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
76,Golem,Megaton Pokémon,Rock Head,Sturdy,Sand Veil,1,80,120,130,55,65,45,495,300.0,1.4,0.5,0,45,15,1059860,70,0,0,0,0,3,3,Graveler,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
76,Alolan Golem,Megaton Pokémon,Magnet Pull,Sturdy,Galvanize,7,80,120,130,55,65,45,495,300.0,1.4,0.5,0,45,15,1059860,70,0,0,0,0,3,3,Alolan Graveler,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,2.0,0.25,0.5,4.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
77,Ponyta,Fire Horse Pokémon,Run Away,Flash Fire,Flame Body,1,50,85,55,65,65,90,410,30.0,1.0,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
77,Galarian Ponyta,Fire Horse Pokémon,Run Away,Pastel Veil,Anticipation,8,50,85,55,65,65,90,410,30.0,1.0,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
78,Rapidash,Fire Horse Pokémon,Run Away,Flash Fire,Flame Body,1,65,100,70,80,80,105,500,95.0,1.7,0.5,0,60,20,1000000,70,0,0,0,0,2,2,Ponyta,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
78,Galarian Rapidash,Fire Horse Pokémon,Run Away,Pastel Veil,Anticipation,8,65,100,70,80,80,105,500,95.0,1.7,0.5,0,60,20,1000000,70,0,0,0,0,2,2,Galarian Ponyta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
79,Slowpoke,Dopey Pokémon,Oblivious,Own Tempo,Regenerator,1,90,65,65,40,40,15,315,36.0,1.2,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0
79,Galarian Slowpoke,Dopey Pokémon,Gluttony,Own Tempo,Regenerator,8,90,65,65,40,40,15,315,36.0,1.2,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0
80,Slowbro,Hermit Crab Pokémon,Oblivious,Own Tempo,Regenerator,1,95,75,110,100,80,30,490,78.5,1.6,0.5,0,75,20,1000000,70,0,0,0,1,2,2,Slowpoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0
80,Galarian Slowbro,Hermit Crab Pokémon,Quick Draw,Own Tempo,Regenerator,8,95,100,95,100,70,30,490,78.5,1.6,0.5,0,75,20,1000000,70,0,0,0,1,2,2,Galarian Slowpoke,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0.25,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0
81,Magnemite,Magnet Pokémon,Magnet Pull,Sturdy,Analytic,1,25,35,70,95,55,45,325,6.0,0.3,0.5,1,190,20,1000000,70,0,0,0,0,1,3,No Preevolution,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
82,Magneton,Magnet Pokémon,Magnet Pull,Sturdy,Analytic,1,50,60,95,120,70,70,465,60.0,1.0,0.5,1,60,20,1000000,70,0,0,0,0,2,3,Magnemite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
83,Farfetch'd,Wild Duck Pokémon,Keen Eye,Inner Focus,Defiant,1,52,90,55,58,62,60,377,15.0,0.8,0.5,0,45,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0
83,Galarian Farfetch'd,Wild Duck Pokémon,Steadfast,None,Scrappy,8,52,95,55,58,62,55,377,15.0,0.8,0.5,0,45,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0
84,Doduo,Twin Bird Pokémon,Run Away,Early Bird,Tangled Feet,1,35,85,45,35,35,75,310,39.2,1.4,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
85,Dodrio,Triple Bird Pokémon,Run Away,Early Bird,Tangled Feet,1,60,110,70,60,60,110,470,85.2,1.8,0.5,0,45,20,1000000,70,0,0,0,0,2,2,Doduo,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
86,Seel,Sea Lion Pokémon,Thick Fat,Hydration,Ice Body,1,65,45,55,45,70,45,325,90.0,1.1,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0
87,Dewgong,Sea Lion Pokémon,Thick Fat,Hydration,Ice Body,1,90,70,80,70,95,70,475,120.0,1.7,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Seel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0
88,Grimer,Sludge Pokémon,Stench,Sticky Hold,Poison Touch,1,80,80,50,40,50,25,325,30.0,0.9,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
