"DexNumber","Name","Type","Abilities","Generation","Hp","Attack","Defense","SpecialAttack","SpecialDefense","Speed","TotalStats","Weight","Height","GenderProbM","Category","CatchRate","EggCycles","EggGroup","LevelingRate","BaseFriendship"
105,"Marowak","['Ground']","['Rock Head', 'Lightning Rod', 'Battle Armor']","I",60,80,110,50,80,45,425,45.0,1.0,0.5,"Bone Keeper Pokémon","75","20",['Monster'],"Medium Fast
","70
"
105,"Alolan Marowak","['Fire', 'Ghost']","['Cursed Body', 'Lightning Rod', 'Rock Head']","I",60,80,110,50,80,45,425,45.0,1.0,0.5,"Bone Keeper Pokémon","75","20",['Monster'],"Medium Fast
","70
"
106,"Hitmonlee","['Fighting']","['Limber', 'Reckless', 'Unburden']","I",50,120,53,35,110,87,455,49.8,1.5,1.0,"Kicking Pokémon","45","25",['Human-Like'],"Medium Fast
","70
"
107,"Hitmonchan","['Fighting']","['Keen Eye', 'Iron Fist', 'Inner Focus']","I",50,105,79,35,110,76,455,50.2,1.4,1.0,"Punching Pokémon","45","25",['Human-Like'],"Medium Fast
","70
"
108,"Lickitung","['Normal']","['Own Tempo', 'Oblivious', 'Cloud Nine']","I",90,55,75,60,75,30,385,65.5,1.2,0.5,"Licking Pokémon","45","20",['Monster'],"Medium Fast
","70
"
109,"Koffing","['Poison']","['Levitate', 'Neutralizing\xa0Gas']","I",40,65,95,60,45,35,340,1.0,0.6,0.5,"Poison Gas Pokémon","190","20",['Amorphous'],"Medium Fast
","70
"
110,"Weezing","['Poison']","['Levitate']","I",65,90,120,85,70,60,490,9.5,1.2,0.5,"Poison Gas Pokémon","60","20",['Amorphous'],"Medium Fast
","70
"
110,"Galarian Weezing","['Poison', 'Fairy']","['Levitate', 'Neutralizing Gas', 'Misty Surge']","I",65,90,120,85,70,60,490,9.5,1.2,0.5,"Poison Gas Pokémon","60","20",['Amorphous'],"Medium Fast
","70
"
111,"Rhyhorn","['Ground', 'Rock']","['Lightning Rod', 'Rock Head', 'Reckless']","I",80,85,95,30,30,25,345,115.0,1.0,0.5,"Spikes Pokémon","120","20",['Monster' 'Field'],"Slow
","70
"
112,"Rhydon","['Ground', 'Rock']","['Lightning Rod', 'Rock Head', 'Reckless']","I",105,130,120,45,45,40,485,120.0,1.9,0.5,"Drill Pokémon","60","20",['Monster' 'Field'],"Slow
","70
"
113,"Chansey","['Normal']","['Natural Cure', 'Serene Grace', 'Healer']","I",250,5,5,35,105,50,450,34.6,1.1,0.0,"Egg Pokémon","30","40",['Fairy'],"Fast
","140
"
114,"Tangela","['Grass']","['Chlorophyll', 'Leaf Guard', 'Regenerator']","I",65,55,115,100,40,60,435,35.0,1.0,0.5,"Vine Pokémon","45","20",['Grass'],"Medium Fast
","70
"
115,"Kangaskhan","['Normal']","['Early Bird', 'Scrappy', 'Inner Focus']","I",105,95,80,40,80,90,590,80.0,2.2,0.0,"Parent Pokémon","45","20",['Monster'],"Medium Fast
","70
"
116,"Horsea","['Water']","['Swift Swim', 'Sniper', 'Damp']","I",30,40,70,70,25,60,295,8.0,0.4,0.5,"Dragon Pokémon","225","20",['Water 1' 'Dragon'],"Medium Fast
","70
"
117,"Seadra","['Water']","['Poison Point', 'Sniper', 'Damp']","I",55,65,95,95,45,85,440,25.0,1.2,0.5,"Dragon Pokémon","75","20",['Water 1' 'Dragon'],"Medium Fast
","70
"
118,"Goldeen","['Water']","['Swift Swim', 'Water Veil', 'Lightning Rod']","I",45,67,60,35,50,63,320,15.0,0.6,0.5,"Goldfish Pokémon","225","20",['Water 2'],"Medium Fast
","70
"
119,"Seaking","['Water']","['Swift Swim', 'Water Veil', 'Lightning Rod']","I",80,92,65,65,80,68,450,39.0,1.3,0.5,"Goldfish Pokémon","60","20",['Water 2'],"Medium Fast
","70
"
120,"Staryu","['Water']","['Illuminate', 'Natural Cure', 'Analytic']","I",30,45,55,70,55,85,340,34.5,0.8,"","Star Shape Pokémon","225","20",['Water 3'],"Slow
","70
"
121,"Starmie","['Water', 'Psychic']","['Illuminate', 'Natural Cure', 'Analytic']","I",60,75,85,100,85,115,520,80.0,1.1,"","Mysterious Pokémon","60","20",['Water 3'],"Slow
","70
"
122,"Mr. Mime","['Psychic', 'Fairy']","['Soundproof', 'Filter', 'Technician']","I",40,45,65,100,120,90,460,54.5,1.3,0.5,"Barrier PokémonDancing Pokémon","45","25",['Human-Like'],"Medium Fast
","70
"
122,"Galarian Mr. Mime","['Ice', 'Psychic']","['Vital Spirit', 'Screen Cleaner', 'Ice Body']","I",50,65,65,90,90,100,460,54.5,1.3,0.5,"Barrier PokémonDancing Pokémon","45","25",['Human-Like'],"Medium Fast
","70
"
123,"Scyther","['Bug', 'Flying']","['Swarm', 'Technician', 'Steadfast']","I",70,110,80,55,80,105,500,56.0,1.5,0.5,"Mantis Pokémon","45","25",['Bug'],"Medium Fast
","70
"
124,"Jynx","['Ice', 'Psychic']","['Oblivious', 'Forewarn', 'Dry Skin']","I",65,50,35,115,95,95,455,40.6,1.4,0.0,"Human Shape Pokémon","45","25",['Human-Like'],"Medium Fast
","70
"
125,"Electabuzz","['Electric']","['Static', 'Vital Spirit']","I",65,83,57,95,85,105,490,30.0,1.1,0.75,"Electric Pokémon","45","25",['Human-Like'],"Medium Fast
","70
"
126,"Magmar","['Fire']","['Flame Body', 'Vital Spirit']","I",65,95,57,100,85,93,495,44.5,1.3,0.75,"Spitfire Pokémon","45","25",['Human-Like'],"Medium Fast
","70
"
127,"Pinsir","['Bug']","['Hyper Cutter', 'Mold Breaker', 'Moxie']","I",65,125,100,55,70,85,600,55.0,1.5,0.5,"Stag Beetle Pokémon","45","25",['Bug'],"Slow
","70
"
128,"Tauros","['Normal']","['Sheer Force']","I",75,100,95,40,70,110,490,88.4,1.4,1.0,"Wild Bull Pokémon","45","20",['Field'],"Slow
","70
"
128,"Paldean Tauros","['Normal']","['Cud Chew']","I",75,110,105,30,70,100,490,88.4,1.4,1.0,"Wild Bull Pokémon","45","20",['Field'],"Slow
","70
"
129,"Magikarp","['Water']","['Swift Swim', 'Rattled']","I",20,10,55,15,20,80,200,10.0,0.9,0.5,"Fish Pokémon","255","5",['Water 2' 'Dragon'],"Slow
","70
"
130,"Gyarados","['Water', 'Flying']","['Intimidate', 'Moxie']","I",95,125,79,60,100,81,640,235.0,6.5,0.5,"Atrocious Pokémon","45","5",['Water 2' 'Dragon'],"Slow
","70
"
131,"Lapras","['Water', 'Ice']","['Hydration']","I",130,85,80,85,95,60,535,220.0,2.5,0.5,"Transport Pokémon","45","40",['Monster' 'Water 1'],"Slow
","70
"
132,"Ditto","['Normal']","['Limber', 'Imposter']","I",48,48,48,48,48,48,288,4.0,0.3,"","Transform Pokémon","35","20",['Ditto' 'No Eggs Discovered'],"Medium Fast
","70
"
133,"Eevee","['Normal']","['Anticipation']","I",65,75,70,65,85,75,435,6.5,0.3,0.875,"Evolution Pokémon","45","35",['Field'],"Medium Fast
","70
"
134,"Vaporeon","['Water']","['Water Absorb', 'Hydration']","I",130,65,60,110,95,65,525,29.0,1.0,0.875,"Bubble Jet Pokémon","45","35",['Field'],"Medium Fast
","70
"
135,"Jolteon","['Electric']","['Volt Absorb', 'Quick Feet']","I",65,65,60,110,95,130,525,24.5,0.8,0.875,"Lightning Pokémon","45","35",['Field'],"Medium Fast
","70
"
136,"Flareon","['Fire']","['Flash Fire', 'Guts']","I",65,130,60,95,110,65,525,25.0,0.9,0.875,"Flame Pokémon","45","35",['Field'],"Medium Fast
","70
"
137,"Porygon","['Normal']","['Trace', 'Download', 'Analytic']","I",65,60,70,85,75,40,395,36.5,0.8,"","Virtual Pokémon","45","20",['Mineral'],"Medium Fast
","70
"
138,"Omanyte","['Rock', 'Water']","['Swift Swim', 'Shell Armor', 'Weak Armor']","I",35,40,100,90,55,35,355,7.5,0.4,0.875,"Spiral Pokémon","45","30",['Water 1' 'Water 3'],"Medium Fast
","70
"
139,"Omastar","['Rock', 'Water']","['Swift Swim', 'Shell Armor', 'Weak Armor']","I",70,60,125,115,70,55,495,35.0,1.0,0.875,"Spiral Pokémon","45","30",['Water 1' 'Water 3'],"Medium Fast
","70
"
140,"Kabuto","['Rock', 'Water']","['Swift Swim', 'Battle Armor', 'Weak Armor']","I",30,80,90,55,45,55,355,11.5,0.5,0.875,"Shellfish Pokémon","45","30",['Water 1' 'Water 3'],"Medium Fast
","70
"
141,"Kabutops","['Rock', 'Water']","['Swift Swim', 'Battle Armor', 'Weak Armor']","I",60,115,105,65,70,80,495,40.5,1.3,0.875,"Shellfish Pokémon","45","30",['Water 1' 'Water 3'],"Medium Fast
","70
"
142,"Aerodactyl","['Rock', 'Flying']","['Rock Head', 'Pressure', 'Unnerve']","I",80,105,65,60,75,130,615,59.0,1.8,0.875,"Fossil Pokémon","45","35",['Flying' 'Dragon'],"Slow
","70
"
143,"Snorlax","['Normal']","['Gluttony']","I",160,110,65,65,110,30,540,460.0,2.1,0.875,"Sleeping Pokémon","25","40",['Monster'],"Slow
","70
"
144,"Articuno","['Ice', 'Flying']","['Pressure', 'Snow Cloak']","I",90,85,100,95,125,85,580,55.4,1.7,"","Freeze PokémonCruel Pokémon","3","80",['No Eggs Discovered'],"Slow
","35
"
144,"Galarian Articuno","['Psychic', 'Flying']","['Competitive']","I",90,85,85,125,100,95,580,55.4,1.7,"","Freeze PokémonCruel Pokémon","3","80",['No Eggs Discovered'],"Slow
","35
"
145,"Zapdos","['Electric', 'Flying']","['Pressure']","I",90,90,85,125,90,100,580,52.6,1.6,"","Electric PokémonStrong Legs Pokémon","3","80",['No Eggs Discovered'],"Slow
","35
"
145,"Galarian Zapdos","['Fighting', 'Flying']","['Defiant']","I",90,125,90,85,90,100,580,52.6,1.6,"","Electric PokémonStrong Legs Pokémon","3","80",['No Eggs Discovered'],"Slow
","35
"
146,"Moltres","['Fire', 'Flying']","['Pressure', 'Flame Body']","I",90,100,90,125,85,90,580,60.0,2.0,"","Flame PokémonMalevolent Pokémon","3","80",['No Eggs Discovered'],"Slow
","35
"
146,"Galarian Moltres","['Dark', 'Flying']","['Berserk']","I",90,85,90,100,125,90,580,60.0,2.0,"","Flame PokémonMalevolent Pokémon","3","80",['No Eggs Discovered'],"Slow
","35
"
147,"Dratini","['Dragon']","['Shed Skin', 'Marvel Scale']","I",41,64,45,50,50,50,300,3.3,1.8,0.5,"Dragon Pokémon","45","40",['Water 1' 'Dragon'],"Slow
","35
"
148,"Dragonair","['Dragon']","['Shed Skin', 'Marvel Scale']","I",61,84,65,70,70,70,420,16.5,4.0,0.5,"Dragon Pokémon","45","40",['Water 1' 'Dragon'],"Slow
","35
"
149,"Dragonite","['Dragon', 'Flying']","['Inner Focus', 'Multiscale']","I",91,134,95,100,100,80,600,210.0,2.2,0.5,"Dragon Pokémon","45","40",['Water 1' 'Dragon'],"Slow
","35
"
150,"Mewtwo","['Psychic']","['Pressure', 'Unnerve']","I",106,110,90,154,90,130,780,122.0,2.0,"","Genetic Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
151,"Mew","['Psychic']","['Synchronize']","I",100,100,100,100,100,100,600,4.0,0.4,"","New Species Pokémon","45","120",['No Eggs Discovered'],"Medium Slow
","100
"
152,"Chikorita","['Grass']","['Overgrow', 'Leaf Guard']","II",45,49,65,49,65,45,318,6.4,0.9,0.875,"Leaf Pokémon","45","20",['Monster' 'Grass'],"Medium Slow
","70
"
153,"Bayleef","['Grass']","['Overgrow', 'Leaf Guard']","II",60,62,80,63,80,60,405,15.8,1.2,0.875,"Leaf Pokémon","45","20",['Monster' 'Grass'],"Medium Slow
","70
"
154,"Meganium","['Grass']","['Overgrow', 'Leaf Guard']","II",80,82,100,83,100,80,525,100.5,1.8,0.875,"Herb Pokémon","45","20",['Monster' 'Grass'],"Medium Slow
","70
"
155,"Cyndaquil","['Fire']","['Blaze', 'Flash Fire']","II",39,52,43,60,50,65,309,7.9,0.5,0.875,"Fire Mouse Pokémon","45","20",['Field'],"Medium Slow
","70
"
156,"Quilava","['Fire']","['Blaze', 'Flash Fire']","II",58,64,58,80,65,80,405,19.0,0.9,0.875,"Volcano Pokémon","45","20",['Field'],"Medium Slow
","70
"
157,"Typhlosion","['Fire']","['Flash Fire']","II",78,84,78,109,85,100,534,79.5,1.7,0.875,"Volcano PokémonGhost Flame Pokémon","45","20",['Field'],"Medium Slow
","70
"
157,"Hisuian Typhlosion","['Fire', 'Ghost']","['Blaze', 'Frisk']","II",73,84,78,119,85,95,534,79.5,1.7,0.875,"Volcano PokémonGhost Flame Pokémon","45","20",['Field'],"Medium Slow
","70
"
158,"Totodile","['Water']","['Torrent', 'Sheer Force']","II",50,65,64,44,48,43,314,9.5,0.6,0.875,"Big Jaw Pokémon","45","20",['Monster' 'Water 1'],"Medium Slow
","70
"
159,"Croconaw","['Water']","['Torrent', 'Sheer Force']","II",65,80,80,59,63,58,405,25.0,1.1,0.875,"Big Jaw Pokémon","45","20",['Monster' 'Water 1'],"Medium Slow
","70
"
160,"Feraligatr","['Water']","['Torrent', 'Sheer Force']","II",85,105,100,79,83,78,530,88.8,2.3,0.875,"Big Jaw Pokémon","45","20",['Monster' 'Water 1'],"Medium Slow
","70
"
161,"Sentret","['Normal']","['Run Away', 'Keen Eye', 'Frisk']","II",35,46,34,35,45,20,215,6.0,0.8,0.5,"Scout Pokémon","255","15",['Field'],"Medium Fast
","70
"
162,"Furret","['Normal']","['Run Away', 'Keen Eye', 'Frisk']","II",85,76,64,45,55,90,415,32.5,1.8,0.5,"Long Body Pokémon","90","15",['Field'],"Medium Fast
","70
"
163,"Hoothoot","['Normal', 'Flying']","['Insomnia', 'Keen Eye', 'Tinted Lens']","II",60,30,30,36,56,50,262,21.2,0.7,0.5,"Owl Pokémon","255","15",['Flying'],"Medium Fast
","70
"
164,"Noctowl","['Normal', 'Flying']","['Insomnia', 'Keen Eye', 'Tinted Lens']","II",100,50,50,86,96,70,452,40.8,1.6,0.5,"Owl Pokémon","90","15",['Flying'],"Medium Fast
","70
"
165,"Ledyba","['Bug', 'Flying']","['Swarm', 'Early Bird', 'Rattled']","II",40,20,30,40,80,55,265,10.8,1.0,0.5,"Five Star Pokémon","255","15",['Bug'],"Fast
","70
"
166,"Ledian","['Bug', 'Flying']","['Swarm', 'Early Bird', 'Iron Fist']","II",55,35,50,55,110,85,390,35.6,1.4,0.5,"Five Star Pokémon","90","15",['Bug'],"Fast
","70
"
167,"Spinarak","['Bug', 'Poison']","['Swarm', 'Insomnia', 'Sniper']","II",40,60,40,40,40,30,250,8.5,0.5,0.5,"String Spit Pokémon","255","15",['Bug'],"Fast
","70
"
168,"Ariados","['Bug', 'Poison']","['Swarm', 'Insomnia', 'Sniper']","II",70,90,70,60,70,40,400,33.5,1.1,0.5,"Long Leg Pokémon","90","15",['Bug'],"Fast
","70
"
169,"Crobat","['Poison', 'Flying']","['Inner Focus', 'Infiltrator']","II",85,90,80,70,80,130,535,75.0,1.8,0.5,"Bat Pokémon","90","15",['Flying'],"Medium Fast
","70
"
170,"Chinchou","['Water', 'Electric']","['Volt Absorb', 'Illuminate', 'Water Absorb']","II",75,38,38,56,56,67,330,12.0,0.5,0.5,"Angler Pokémon","190","20",['Water 2'],"Slow
","70
"
171,"Lanturn","['Water', 'Electric']","['Volt Absorb', 'Illuminate', 'Water Absorb']","II",125,58,58,76,76,67,460,22.5,1.2,0.5,"Light Pokémon","75","20",['Water 2'],"Slow
","70
"
172,"Pichu","['Electric']","['Lightning Rod']","II",20,40,15,35,35,60,205,2.0,0.3,0.5,"Tiny Mouse Pokémon","190","10",['No Eggs Discovered'],"Medium Fast
","70
"
173,"Cleffa","['Fairy']","['Cute Charm', 'Magic Guard', 'Friend Guard']","II",50,25,28,45,55,15,218,3.0,0.3,0.25,"Star Shape Pokémon","150","10",['No Eggs Discovered'],"Fast
","140
"
174,"Igglybuff","['Normal', 'Fairy']","['Cute Charm', 'Competitive', 'Friend Guard']","II",90,30,15,40,20,15,210,1.0,0.3,0.25,"Balloon Pokémon","170","10",['No Eggs Discovered'],"Fast
","70
"
175,"Togepi","['Fairy']","['Hustle', 'Serene Grace', 'Super Luck']","II",35,20,65,40,65,20,245,1.5,0.3,0.875,"Spike Ball Pokémon","190","10",['No Eggs Discovered'],"Fast
","70
"
176,"Togetic","['Fairy', 'Flying']","['Hustle', 'Serene Grace', 'Super Luck']","II",55,40,85,80,105,40,405,3.2,0.6,0.875,"Happiness Pokémon","75","10",['Flying' 'Fairy'],"Fast
","70
"
177,"Natu","['Psychic', 'Flying']","['Synchronize', 'Early Bird', 'Magic Bounce']","II",40,50,45,70,45,70,320,2.0,0.2,0.5,"Tiny Bird Pokémon","190","20",['Flying'],"Medium Fast
","70
"
178,"Xatu","['Psychic', 'Flying']","['Synchronize', 'Early Bird', 'Magic Bounce']","II",65,75,70,95,70,95,470,15.0,1.5,0.5,"Mystic Pokémon","75","20",['Flying'],"Medium Fast
","70
"
179,"Mareep","['Electric']","['Static', 'Plus']","II",55,40,40,65,45,35,280,7.8,0.6,0.5,"Wool Pokémon","235","20",['Monster' 'Field'],"Medium Slow
","70
"
180,"Flaaffy","['Electric']","['Static', 'Plus']","II",70,55,55,80,60,45,365,13.3,0.8,0.5,"Wool Pokémon","120","20",['Monster' 'Field'],"Medium Slow
","70
"
181,"Ampharos","['Electric']","['Static', 'Plus']","II",90,75,85,115,90,55,610,61.5,1.4,0.5,"Light Pokémon","45","20",['Monster' 'Field'],"Medium Slow
","70
"
182,"Bellossom","['Grass']","['Chlorophyll', 'Healer']","II",75,80,95,90,100,50,490,5.8,0.4,0.5,"Flower Pokémon","45","20",['Grass'],"Medium Slow
","70
"
183,"Marill","['Water', 'Fairy']","['Thick Fat', 'Huge Power', 'Sap Sipper']","II",70,20,50,20,50,40,250,8.5,0.4,0.5,"Aqua Mouse Pokémon","190","10",['Water 1' 'Fairy'],"Fast
","70
"
184,"Azumarill","['Water', 'Fairy']","['Thick Fat', 'Huge Power', 'Sap Sipper']","II",100,50,80,60,80,50,420,28.5,0.8,0.5,"Aqua Rabbit Pokémon","75","10",['Water 1' 'Fairy'],"Fast
","70
"
185,"Sudowoodo","['Rock']","['Sturdy', 'Rock Head', 'Rattled']","II",70,100,115,30,65,30,410,38.0,1.2,0.5,"Imitation Pokémon","65","20",['Mineral'],"Medium Fast
","70
"
186,"Politoed","['Water']","['Water Absorb', 'Damp', 'Drizzle']","II",90,75,75,90,100,70,500,33.9,1.1,0.5,"Frog Pokémon","45","20",['Water 1'],"Medium Slow
","70
"
187,"Hoppip","['Grass', 'Flying']","['Chlorophyll', 'Leaf Guard', 'Infiltrator']","II",35,35,40,35,55,50,250,0.5,0.4,0.5,"Cottonweed Pokémon","255","20",['Fairy' 'Grass'],"Medium Slow
","70
"
188,"Skiploom","['Grass', 'Flying']","['Chlorophyll', 'Leaf Guard', 'Infiltrator']","II",55,45,50,45,65,80,340,1.0,0.6,0.5,"Cottonweed Pokémon","120","20",['Fairy' 'Grass'],"Medium Slow
","70
"
189,"Jumpluff","['Grass', 'Flying']","['Chlorophyll', 'Leaf Guard', 'Infiltrator']","II",75,55,70,55,95,110,460,3.0,0.8,0.5,"Cottonweed Pokémon","45","20",['Fairy' 'Grass'],"Medium Slow
","70
"
190,"Aipom","['Normal']","['Run Away', 'Pickup', 'Skill Link']","II",55,70,55,40,55,85,360,11.5,0.8,0.5,"Long Tail Pokémon","45","20",['Field'],"Fast
","70
"
191,"Sunkern","['Grass']","['Chlorophyll', 'Solar Power', 'Early Bird']","II",30,30,30,30,30,30,180,1.8,0.3,0.5,"Seed Pokémon","235","20",['Grass'],"Medium Slow
","70
"
192,"Sunflora","['Grass']","['Chlorophyll', 'Solar Power', 'Early Bird']","II",75,75,55,105,85,30,425,8.5,0.8,0.5,"Sun Pokémon","120","20",['Grass'],"Medium Slow
","70
"
193,"Yanma","['Bug', 'Flying']","['Speed Boost', 'Compound Eyes', 'Frisk']","II",65,65,45,75,45,95,390,38.0,1.2,0.5,"Clear Wing Pokémon","75","20",['Bug'],"Medium Fast
","70
"
194,"Wooper","['Water', 'Ground']","['Damp', 'Water Absorb', 'Unaware']","II",55,45,45,25,25,15,210,8.5,0.4,0.5,"Water Fish PokémonPoison Fish Pokémon","255","20",['Water 1' 'Field'],"Medium Fast
","70
"
194,"Paldean Wooper","['Poison', 'Ground']","['Poison Point', 'Water Absorb', 'Unaware']","II",55,45,45,25,25,15,210,8.5,0.4,0.5,"Water Fish PokémonPoison Fish Pokémon","255","20",['Water 1' 'Field'],"Medium Fast
","70
"
195,"Quagsire","['Water', 'Ground']","['Damp', 'Water Absorb', 'Unaware']","II",95,85,85,65,65,35,430,75.0,1.4,0.5,"Water Fish Pokémon","90","20",['Water 1' 'Field'],"Medium Fast
","70
"
196,"Espeon","['Psychic']","['Synchronize', 'Magic Bounce']","II",65,65,60,130,95,110,525,26.5,0.9,0.875,"Sun Pokémon","45","35",['Field'],"Medium Fast
","70
"
197,"Umbreon","['Dark']","['Synchronize', 'Inner Focus']","II",95,65,110,60,130,65,525,27.0,1.0,0.875,"Moonlight Pokémon","45","35",['Field'],"Medium Fast
","35
"
198,"Murkrow","['Dark', 'Flying']","['Insomnia', 'Super Luck', 'Prankster']","II",60,85,42,85,42,91,405,2.1,0.5,0.5,"Darkness Pokémon","30","20",['Flying'],"Medium Slow
","35
"
199,"Slowking","['Water', 'Psychic']","['Oblivious', 'Own Tempo', 'Regenerator']","II",95,75,80,100,110,30,490,79.5,2.0,0.5,"Royal PokémonHexpert Pokémon","70","20",['Monster' 'Water 1'],"Medium Fast
","70
"
199,"Galarian Slowking","['Poison', 'Psychic']","['Curious Medicine', 'Own Tempo', 'Regenerator']","II",95,65,80,110,110,30,490,79.5,2.0,0.5,"Royal PokémonHexpert Pokémon","70","20",['Monster' 'Water 1'],"Medium Fast
","70
"
200,"Misdreavus","['Ghost']","['Levitate']","II",60,60,60,85,85,85,435,1.0,0.7,0.5,"Screech Pokémon","45","25",['Amorphous'],"Fast
","35
"
201,"Unown One form","['Psychic']","['Levitate']","II",48,72,48,72,48,48,336,5.0,0.5,"","Symbol Pokémon","225","40",['No Eggs Discovered'],"Medium Fast
","70
"
202,"Wobbuffet","['Psychic']","['Shadow Tag', 'Telepathy']","II",190,33,58,33,58,33,405,28.5,1.3,0.5,"Patient Pokémon","45","20",['Amorphous'],"Medium Fast
","70
"
203,"Girafarig","['Normal', 'Psychic']","['Inner Focus', 'Early Bird', 'Sap Sipper']","II",70,80,65,90,65,85,455,41.5,1.5,0.5,"Long Neck Pokémon","60","20",['Field'],"Medium Fast
","70
"
204,"Pineco","['Bug']","['Sturdy', 'Overcoat']","II",50,65,90,35,35,15,290,7.2,0.6,0.5,"Bagworm Pokémon","190","20",['Bug'],"Medium Fast
","70
"
205,"Forretress","['Bug', 'Steel']","['Sturdy', 'Overcoat']","II",75,90,140,60,60,40,465,125.8,1.2,0.5,"Bagworm Pokémon","75","20",['Bug'],"Medium Fast
","70
"
206,"Dunsparce","['Normal']","['Serene Grace', 'Run Away', 'Rattled']","II",100,70,70,65,65,45,415,14.0,1.5,0.5,"Land Snake Pokémon","190","20",['Field'],"Medium Fast
","70
"
207,"Gligar","['Ground', 'Flying']","['Hyper Cutter', 'Sand Veil', 'Immunity']","II",65,75,105,35,65,85,430,64.8,1.1,0.5,"Fly Scorpion Pokémon","60","20",['Bug'],"Medium Slow
","70
"
208,"Steelix","['Steel', 'Ground']","['Rock Head', 'Sturdy', 'Sheer Force']","II",75,85,200,55,65,30,610,400.0,9.2,0.5,"Iron Snake Pokémon","25","25",['Mineral'],"Medium Fast
","70
"
209,"Snubbull","['Fairy']","['Intimidate', 'Run Away', 'Rattled']","II",60,80,50,40,40,30,300,7.8,0.6,0.25,"Fairy Pokémon","190","20",['Field' 'Fairy'],"Fast
","70
"
210,"Granbull","['Fairy']","['Intimidate', 'Quick Feet', 'Rattled']","II",90,120,75,60,60,45,450,48.7,1.4,0.25,"Fairy Pokémon","75","20",['Field' 'Fairy'],"Fast
","70
"
211,"Qwilfish","['Water', 'Poison']","['Intimidate']","II",65,95,85,55,55,85,440,3.9,0.5,0.5,"Balloon Pokémon","45","20",['Water 2'],"Medium Fast
","70
"
211,"Hisuian Qwilfish","['Dark', 'Poison']","['Poison Point', 'Swift Swim', 'Intimidate']","II",65,95,85,55,55,85,440,3.9,0.5,0.5,"Balloon Pokémon","45","20",['Water 2'],"Medium Fast
","70
"
212,"Scizor","['Bug', 'Steel']","['Swarm', 'Technician', 'Light Metal']","II",70,130,100,55,80,65,600,118.0,1.8,0.5,"Pincer Pokémon","25","25",['Bug'],"Medium Fast
","70
"
213,"Shuckle","['Bug', 'Rock']","['Sturdy', 'Gluttony', 'Contrary']","II",20,10,230,10,230,5,505,20.5,0.6,0.5,"Mold Pokémon","190","20",['Bug'],"Medium Slow
","70
"
214,"Heracross","['Bug', 'Fighting']","['Swarm', 'Guts', 'Moxie']","II",80,125,75,40,95,85,600,54.0,1.5,0.5,"Single Horn Pokémon","45","25",['Bug'],"Slow
","70
"
215,"Sneasel","['Dark', 'Ice']","['Pickpocket']","II",55,95,55,35,75,115,430,28.0,0.9,0.5,"Sharp Claw Pokémon","60","20",['Field'],"Medium Slow
","35
"
215,"Hisuian Sneasel","['Fighting', 'Poison']","['Inner Focus', 'Keen Eye', 'Pickpocket']","II",55,95,55,35,75,115,430,28.0,0.9,0.5,"Sharp Claw Pokémon","60","20",['Field'],"Medium Slow
","35
"
216,"Teddiursa","['Normal']","['Pickup', 'Quick Feet', 'Honey Gather']","II",60,80,50,50,50,40,330,8.8,0.6,0.5,"Little Bear Pokémon","120","20",['Field'],"Medium Fast
","70
"
217,"Ursaring","['Normal']","['Guts', 'Quick Feet', 'Unnerve']","II",90,130,75,75,75,55,500,125.8,1.8,0.5,"Hibernator Pokémon","60","20",['Field'],"Medium Fast
","70
"
218,"Slugma","['Fire']","['Magma Armor', 'Flame Body', 'Weak Armor']","II",40,40,40,70,40,20,250,35.0,0.7,0.5,"Lava Pokémon","190","20",['Amorphous'],"Medium Fast
","70
"
