DexNumber,Name,Type1,Type2,Ability1,Ability2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,NoGender,Category,CatchRate,EggCycles,EggGroup1,EggGroup2,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy
58,Hisuian Growlithe,Fire,Rock,Intimidate,Flash Fire,Rock Head,8,60,75,45,65,50,55,350,19.0,0.7,0.75,0,Scout Pokémon,190,20,Field,No Egg Group,Slow,70,0,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
59,Arcanine,Fire,Fire,Justified,None,None,1,90,110,80,100,80,95,555,155.0,1.9,0.75,0,Legendary Pokémon,75,20,Field,No Egg Group,Slow,70,0,0,0,0,2,2,Growlithe,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
59,Hisuian Arcanine,Fire,Rock,Intimidate,Flash Fire,Rock Head,8,95,115,80,95,80,90,555,155.0,1.9,0.75,0,Legendary Pokémon,75,20,Field,No Egg Group,Slow,70,0,0,0,0,2,2,Hisuian Growlithe,0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
60,Poliwag,Water,Water,Water Absorb,Damp,Swift Swim,1,40,50,40,40,40,90,300,12.4,0.6,0.5,0,Tadpole Pokémon,255,20,Water 1,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
61,Poliwhirl,Water,Water,Water Absorb,Damp,Swift Swim,1,65,65,65,50,50,90,385,20.0,1.0,0.5,0,Tadpole Pokémon,120,20,Water 1,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Poliwag,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
62,Poliwrath,Water,Fighting,Water Absorb,Damp,Swift Swim,1,90,95,95,70,90,70,510,54.0,1.3,0.5,0,Tadpole Pokémon,45,20,Water 1,No Egg Group,Medium Slow,70,0,0,0,0,3,3,Poliwhirl,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0
63,Abra,Psychic,Psychic,Synchronize,Inner Focus,Magic Guard,1,25,20,15,105,55,90,310,19.5,0.9,0.75,0,Psi Pokémon,200,20,Human-Like,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
64,Kadabra,Psychic,Psychic,Synchronize,Inner Focus,Magic Guard,1,40,35,30,120,70,105,400,56.5,1.3,0.75,0,Psi Pokémon,100,20,Human-Like,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Abra,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
65,Alakazam,Psychic,Psychic,Synchronize,Inner Focus,Magic Guard,1,55,50,45,135,95,120,600,48.0,1.5,0.75,0,Psi Pokémon,50,20,Human-Like,No Egg Group,Medium Slow,70,0,0,0,1,3,3,Kadabra,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
66,Machop,Fighting,Fighting,Guts,No Guard,Steadfast,1,70,80,50,35,35,35,305,19.5,0.8,0.75,0,Superpower Pokémon,180,20,Human-Like,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
67,Machoke,Fighting,Fighting,Guts,No Guard,Steadfast,1,80,100,70,50,60,45,405,70.5,1.5,0.75,0,Superpower Pokémon,90,20,Human-Like,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Machop,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
68,Machamp,Fighting,Fighting,Steadfast,None,None,1,90,130,80,65,85,55,505,130.0,1.6,0.75,0,Superpower Pokémon,45,20,Human-Like,No Egg Group,Medium Slow,70,0,0,0,0,3,3,Machoke,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
69,Bellsprout,Grass,Poison,Chlorophyll,Gluttony,None,1,50,75,35,70,30,40,300,4.0,0.7,0.5,0,Flower Pokémon,255,20,Grass,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
70,Weepinbell,Grass,Poison,Chlorophyll,Gluttony,None,1,65,90,50,85,45,55,390,6.4,1.0,0.5,0,Flycatcher Pokémon,120,20,Grass,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Bellsprout,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
71,Victreebel,Grass,Poison,Chlorophyll,Gluttony,None,1,80,105,65,100,70,70,490,15.5,1.7,0.5,0,Flycatcher Pokémon,45,20,Grass,No Egg Group,Medium Slow,70,0,0,0,0,3,3,Weepinbell,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
72,Tentacool,Water,Poison,Clear Body,Liquid Ooze,Rain Dish,1,40,40,35,50,100,70,335,45.5,0.9,0.5,0,Jellyfish Pokémon,190,20,Water 3,No Egg Group,Slow,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5
73,Tentacruel,Water,Poison,Clear Body,Liquid Ooze,Rain Dish,1,80,70,65,80,120,100,515,55.0,1.6,0.5,0,Jellyfish Pokémon,60,20,Water 3,No Egg Group,Slow,70,0,0,0,0,2,2,Tentacool,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5
74,Geodude,Rock,Ground,Rock Head,Sturdy,Sand Veil,1,40,80,100,30,30,20,300,20.0,0.4,0.5,0,Rock Pokémon,255,15,Mineral,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
74,Alolan Geodude,Rock,Electric,Magnet Pull,Sturdy,Galvanize,7,40,80,100,30,30,20,300,20.0,0.4,0.5,0,Rock Pokémon,255,15,Mineral,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,0.5,2.0,0.25,0.5,4.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
75,Graveler,Rock,Ground,Rock Head,Sturdy,Sand Veil,1,55,95,115,45,45,35,390,105.0,1.0,0.5,0,Rock Pokémon,120,15,Mineral,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Geodude,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
75,Alolan Graveler,Rock,Electric,Magnet Pull,Sturdy,Galvanize,7,55,95,115,45,45,35,390,105.0,1.0,0.5,0,Rock Pokémon,120,15,Mineral,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Alolan Geodude,0.5,2.0,0.25,0.5,4.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
76,Golem,Rock,Ground,Rock Head,Sturdy,Sand Veil,1,80,120,130,55,65,45,495,300.0,1.4,0.5,0,Megaton Pokémon,45,15,Mineral,No Egg Group,Medium Slow,70,0,0,0,0,3,3,Graveler,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
76,Alolan Golem,Rock,Electric,Magnet Pull,Sturdy,Galvanize,7,80,120,130,55,65,45,495,300.0,1.4,0.5,0,Megaton Pokémon,45,15,Mineral,No Egg Group,Medium Slow,70,0,0,0,0,3,3,Alolan Graveler,0.5,2.0,0.25,0.5,4.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
77,Ponyta,Fire,Fire,Run Away,Flash Fire,Flame Body,1,50,85,55,65,65,90,410,30.0,1.0,0.5,0,Fire Horse Pokémon,190,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
77,Galarian Ponyta,Psychic,Psychic,Run Away,Pastel Veil,Anticipation,8,50,85,55,65,65,90,410,30.0,1.0,0.5,0,Unique Horn Pokémon,190,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
78,Rapidash,Fire,Fire,Run Away,Flash Fire,Flame Body,1,65,100,70,80,80,105,500,95.0,1.7,0.5,0,Fire Horse Pokémon,60,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Ponyta,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
78,Galarian Rapidash,Psychic,Fairy,Run Away,Pastel Veil,Anticipation,8,65,100,70,80,80,105,500,95.0,1.7,0.5,0,Unique Horn Pokémon,60,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Galarian Ponyta,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
79,Slowpoke,Water,Psychic,Oblivious,Own Tempo,Regenerator,1,90,65,65,40,40,15,315,36.0,1.2,0.5,0,Dopey Pokémon,190,20,Monster,Water 1,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0
79,Galarian Slowpoke,Psychic,Psychic,Gluttony,Own Tempo,Regenerator,8,90,65,65,40,40,15,315,36.0,1.2,0.5,0,Dopey Pokémon,190,20,Monster,Water 1,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
80,Slowbro,Water,Psychic,Oblivious,Own Tempo,Regenerator,1,95,75,110,100,80,30,490,78.5,1.6,0.5,0,Hermit Crab Pokémon,75,20,Monster,Water 1,Medium Fast,70,0,0,0,1,2,2,Slowpoke,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0
80,Galarian Slowbro,Poison,Psychic,Quick Draw,Own Tempo,Regenerator,8,95,100,95,100,70,30,490,78.5,1.6,0.5,0,Hermit Crab Pokémon,75,20,Monster,Water 1,Medium Fast,70,0,0,0,1,2,2,Galarian Slowpoke,1.0,0.25,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5
81,Magnemite,Electric,Steel,Magnet Pull,Sturdy,Analytic,1,25,35,70,95,55,45,325,6.0,0.3,0.5,1,Magnet Pokémon,190,20,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,1,3,No Preevolution,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5
82,Magneton,Electric,Steel,Magnet Pull,Sturdy,Analytic,1,50,60,95,120,70,70,465,60.0,1.0,0.5,1,Magnet Pokémon,60,20,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,2,3,Magnemite,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5
83,Farfetch'd,Normal,Flying,Keen Eye,Inner Focus,Defiant,1,52,90,55,58,62,60,377,15.0,0.8,0.5,0,Wild Duck Pokémon,45,20,Flying,Field,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
83,Galarian Farfetch'd,Fighting,Fighting,Steadfast,Scrappy,None,8,52,95,55,58,62,55,377,15.0,0.8,0.5,0,Wild Duck Pokémon,45,20,Flying,Field,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
84,Doduo,Normal,Flying,Run Away,Early Bird,Tangled Feet,1,35,85,45,35,35,75,310,39.2,1.4,0.5,0,Twin Bird Pokémon,190,20,Flying,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
85,Dodrio,Normal,Flying,Run Away,Early Bird,Tangled Feet,1,60,110,70,60,60,110,470,85.2,1.8,0.5,0,Triple Bird Pokémon,45,20,Flying,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Doduo,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
86,Seel,Water,Water,Thick Fat,Hydration,Ice Body,1,65,45,55,45,70,45,325,90.0,1.1,0.5,0,Sea Lion Pokémon,190,20,Water 1,Field,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
87,Dewgong,Water,Ice,Thick Fat,Hydration,Ice Body,1,90,70,80,70,95,70,475,120.0,1.7,0.5,0,Sea Lion Pokémon,75,20,Water 1,Field,Medium Fast,70,0,0,0,0,2,2,Seel,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
88,Grimer,Poison,Poison,Stench,Sticky Hold,Poison Touch,1,80,80,50,40,50,25,325,30.0,0.9,0.5,0,Sludge Pokémon,190,20,Amorphous,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
88,Alolan Grimer,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,7,80,80,50,40,50,25,325,30.0,0.9,0.5,0,Sludge Pokémon,190,20,Amorphous,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0
89,Muk,Poison,Poison,Stench,Sticky Hold,Poison Touch,1,105,105,75,65,100,50,500,30.0,1.2,0.5,0,Sludge Pokémon,75,20,Amorphous,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Grimer,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
89,Alolan Muk,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,7,105,105,75,65,100,50,500,30.0,1.2,0.5,0,Sludge Pokémon,75,20,Amorphous,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Alolan Grimer,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0
90,Shellder,Water,Water,Shell Armor,Skill Link,Overcoat,1,30,65,100,45,25,40,305,4.0,0.3,0.5,0,Bivalve Pokémon,190,20,Water 3,No Egg Group,Slow,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
91,Cloyster,Water,Ice,Shell Armor,Skill Link,Overcoat,1,50,95,180,85,45,70,525,132.5,1.5,0.5,0,Bivalve Pokémon,60,20,Water 3,No Egg Group,Slow,70,0,0,0,0,2,2,Shellder,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
92,Gastly,Ghost,Poison,Levitate,None,None,1,30,35,30,100,35,80,310,0.1,1.3,0.5,0,Gas Pokémon,190,20,Amorphous,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5
93,Haunter,Ghost,Poison,Levitate,None,None,1,45,50,45,115,55,95,405,0.1,1.6,0.5,0,Gas Pokémon,90,20,Amorphous,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Gastly,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5
94,Gengar,Ghost,Poison,Cursed Body,None,None,1,60,65,60,130,75,110,600,40.5,1.5,0.5,0,Shadow Pokémon,45,20,Amorphous,No Egg Group,Medium Slow,70,0,0,0,1,3,3,Haunter,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5
95,Onix,Rock,Ground,Rock Head,Sturdy,Weak Armor,1,35,45,160,30,45,70,385,210.0,8.8,0.5,0,Rock Snake Pokémon,45,25,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
96,Drowzee,Psychic,Psychic,Insomnia,Forewarn,Inner Focus,1,60,48,45,43,90,42,328,32.4,1.0,0.5,0,Hypnosis Pokémon,190,20,Human-Like,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
97,Hypno,Psychic,Psychic,Insomnia,Forewarn,Inner Focus,1,85,73,70,73,115,67,483,75.6,1.6,0.5,0,Hypnosis Pokémon,75,20,Human-Like,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Drowzee,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
98,Krabby,Water,Water,Hyper Cutter,Shell Armor,Sheer Force,1,30,105,90,25,25,50,325,6.5,0.4,0.5,0,River Crab Pokémon,225,20,Water 3,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
99,Kingler,Water,Water,Sheer Force,None,None,1,55,130,115,50,50,75,475,60.0,1.3,0.5,0,Pincer Pokémon,60,20,Water 3,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Krabby,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
100,Voltorb,Electric,Electric,Aftermath,None,None,1,40,30,50,55,55,100,330,10.4,0.5,0.5,1,Ball Pokémon,190,20,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
100,Hisuian Voltorb,Electric,Grass,Soundproof,Static,Aftermath,8,40,30,50,55,55,100,330,10.4,0.5,0.5,1,Sphere Pokémon,190,20,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,2.0,0.5,0.5,0.25,1.0,2.0,1.0,1.0,1.0
101,Electrode,Electric,Electric,Aftermath,None,None,1,60,50,70,80,80,150,490,66.6,1.2,0.5,1,Ball Pokémon,60,20,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Voltorb,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
101,Hisuian Electrode,Electric,Grass,Soundproof,Static,Aftermath,8,60,50,70,80,80,150,490,66.6,1.2,0.5,1,Sphere Pokémon,60,20,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Hisuian Voltorb,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,2.0,0.5,0.5,0.25,1.0,2.0,1.0,1.0,1.0
102,Exeggcute,Grass,Psychic,Chlorophyll,Harvest,None,1,60,40,80,60,45,40,325,2.5,0.4,0.5,0,Egg Pokémon,90,20,Grass,No Egg Group,Slow,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0
103,Exeggutor,Grass,Psychic,Chlorophyll,Harvest,None,1,95,95,85,125,75,55,530,120.0,2.0,0.5,0,Coconut Pokémon,45,20,Grass,No Egg Group,Slow,70,0,0,0,0,2,2,Exeggcute,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0
103,Alolan Exeggutor,Grass,Dragon,Frisk,Harvest,None,7,95,105,85,125,75,45,530,120.0,2.0,0.5,0,Coconut Pokémon,45,20,Grass,No Egg Group,Slow,70,0,0,0,0,2,2,Exeggcute,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,4.0,2.0,1.0,2.0
104,Cubone,Ground,Ground,Rock Head,Lightning Rod,Battle Armor,1,50,50,95,40,50,35,320,6.5,0.4,0.5,0,Lonely Pokémon,190,20,Monster,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
105,Marowak,Ground,Ground,Rock Head,Lightning Rod,Battle Armor,1,60,80,110,50,80,45,425,45.0,1.0,0.5,0,Bone Keeper Pokémon,75,20,Monster,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Cubone,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
105,Alolan Marowak,Fire,Ghost,Cursed Body,Lightning Rod,Rock Head,7,60,80,110,50,80,45,425,45.0,1.0,0.5,0,Bone Keeper Pokémon,75,20,Monster,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Cubone,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5
106,Hitmonlee,Fighting,Fighting,Limber,Reckless,Unburden,1,50,120,53,35,110,87,455,49.8,1.5,1.0,0,Kicking Pokémon,45,25,Human-Like,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Tyrogue,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
107,Hitmonchan,Fighting,Fighting,Keen Eye,Iron Fist,Inner Focus,1,50,105,79,35,110,76,455,50.2,1.4,1.0,0,Punching Pokémon,45,25,Human-Like,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Tyrogue,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
108,Lickitung,Normal,Normal,Own Tempo,Oblivious,Cloud Nine,1,90,55,75,60,75,30,385,65.5,1.2,0.5,0,Licking Pokémon,45,20,Monster,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,Koffing,Poison,Poison,Levitate,Neutralizing\xa0Gas,None,1,40,65,95,60,45,35,340,1.0,0.6,0.5,0,Poison Gas Pokémon,190,20,Amorphous,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
110,Weezing,Poison,Poison,Levitate,None,None,1,65,90,120,85,70,60,490,9.5,1.2,0.5,0,Poison Gas Pokémon,60,20,Amorphous,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Koffing,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
110,Galarian Weezing,Poison,Fairy,Levitate,Neutralizing Gas,Misty Surge,8,65,90,120,85,70,60,490,9.5,1.2,0.5,0,Poison Gas Pokémon,60,20,Amorphous,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Koffing,1.0,0.25,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,0.0,0.5,0.5
111,Rhyhorn,Ground,Rock,Lightning Rod,Rock Head,Reckless,1,80,85,95,30,30,25,345,115.0,1.0,0.5,0,Spikes Pokémon,120,20,Monster,Field,Slow,70,0,0,0,0,1,3,No Preevolution,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
112,Rhydon,Ground,Rock,Lightning Rod,Rock Head,Reckless,1,105,130,120,45,45,40,485,120.0,1.9,0.5,0,Drill Pokémon,60,20,Monster,Field,Slow,70,0,0,0,0,2,3,Rhyhorn,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
113,Chansey,Normal,Normal,Natural Cure,Serene Grace,Healer,1,250,5,5,35,105,50,450,34.6,1.1,0.0,0,Egg Pokémon,30,40,Fairy,No Egg Group,Fast,140,0,0,0,0,2,3,Happiny,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
